system:index,vh,vh_vv_ratio,vv,angle,date,dewpoint_temperature_2m,latitude,longitude,oil_candidate,orbit_direction,orbit_type,surface_net_solar_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_direction_degrees,wind_speed_10m,.geo,nasa_power_air_temp_2m,nasa_power_max_air_temp_2m,nasa_power_min_air_temp_2m,nasa_power_wind_speed_2m_m/s,nasa_power_precipitation_mm,nasa_power_solar_radiation_MJm2day
188_1_290,-29.90185163723985,1.351096313589277,-22.131547052928887,43.95075225830078,2019-10-03,293.38833300272626,38.73392230176207,-76.24842717678327,1,0,ASC,3613013.692260742,101320.4638671875,297.6302121480306,1.6703049557994138e-05,-3.4414361317952475,-0.058780034383138,-90.97852184902496,3.441938079290201,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",25.13,29.33,21.39,2.19,0.24,8.21
188_1_493,-26.975991819505225,1.0390534229407271,-25.962083588693467,40.23493576049805,2019-10-03,293.23940722147626,37.96635992232168,-76.853978656433,1,0,ASC,4826003.775594075,100970.25553385416,299.84782282511395,3.0082615391317327e-06,-0.6703179677327474,0.0296395619710286,-87.46819207921867,0.6709729364878997,"{""type"":""Point"",""coordinates"":[-76.853978656433,37.96635992232168]}",26.44,33.13,21.48,0.55,0.15,16.91
188_2_88,-17.888425969362693,1.978468560740392,-9.041551796339084,44.34799575805664,2019-10-03,295.7446969350179,37.26195866748024,-75.85615398810167,0,0,ASC,5491053.358927409,101260.54720052084,298.5111529032389,6.631912962499579e-07,0.5677598317464193,1.533627192179362,20.314915261698097,1.635348155940097,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",24.44,25.38,23.08,3.4,1.64,10.15
188_2_122,-34.68684240895349,1.927887005642987,-17.992155301334563,40.45657730102539,2019-10-03,294.3085803985596,37.185061558028,-76.64462363585682,0,0,ASC,5093964.275594075,101166.9638671875,299.7041867574056,6.631912962499579e-07,0.1926784515380859,0.9263680775960288,11.749621422832764,0.9461938495234876,"{""type"":""Point"",""coordinates"":[-76.64462363585682,37.185061558027996]}",27.5,37.04,20.61,0.86,0.13,16.91
188_2_258,-31.735754034864176,1.9785917632662648,-16.039566435106707,38.549922943115234,2019-10-03,293.60122362772626,38.39069942007541,-77.27888685472675,0,0,ASC,4776507.775594075,101068.88053385416,300.08838272094727,9.854289070669135e-07,-0.8754367828369141,-0.2915274302164714,-108.4181696877254,0.9227013619327036,"{""type"":""Point"",""coordinates"":[-77.27888685472675,38.390699420075414]}",26.79,34.77,21.43,0.54,0.04,14.85
188_2_260,-19.111336216036214,1.7387255659723309,-10.991577158612014,44.3397216796875,2019-10-03,295.7446969350179,37.271444156944106,-75.85993330772948,0,0,ASC,5491053.358927409,101260.54720052084,298.5111529032389,6.631912962499579e-07,0.5677598317464193,1.533627192179362,20.314915261698097,1.635348155940097,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",24.44,25.38,23.08,3.4,1.64,10.15
188_2_261,-22.266874931458663,1.2928401202320836,-17.223223957082517,40.45872497558594,2019-10-03,294.1304391225179,36.86741557389423,-76.57475483558154,0,0,ASC,5019915.108927409,101158.7138671875,300.60791397094727,6.631912962499579e-07,0.5654404958089193,0.8077971140543619,34.99118789834855,0.986032013565073,"{""type"":""Point"",""coordinates"":[-76.57475483558154,36.86741557389423]}",27.5,37.04,20.61,0.86,0.13,18.29
188_2_314,-30.94938614530323,1.9600112472656692,-15.790412523642114,44.12718200683594,2019-10-03,293.2686227162679,39.01773129010771,-76.26791445117814,0,0,ASC,3117669.942260742,101343.63053385416,297.0157101949056,0.00010880278072515163,-4.463246027628581,-0.141787846883138,-91.81955329372316,4.46549760907629,"{""type"":""Point"",""coordinates"":[-76.26791445117814,39.01773129010771]}",23.89,28.2,20.52,3.07,0.12,3.12
188_2_331,-29.72173616025217,1.677461674273243,-17.71828031369423,38.99089431762695,2019-10-03,292.5517444610596,37.55534405008471,-77.00673349392598,0,0,ASC,4821540.275594075,101051.25553385416,300.87573623657227,2.882222550700438e-06,0.0718695322672526,0.4769051869710286,8.56997674238198,0.4822901481765779,"{""type"":""Point"",""coordinates"":[-77.00673349392598,37.555344050084706]}",26.95,35.32,20.99,0.63,0.12,17.89
189_1_7,-26.3625161901727,1.1435007516819753,-23.054218505231475,30.571352005004883,2019-10-10,286.2288227081299,37.07854447316908,-76.33926388459538,1,0,ASC,3907692.003397624,102053.82210286458,291.2743174235026,0.00013738365268523012,-0.7374534606933594,-6.624929825464885,-173.64827415248854,6.665848243023749,"{""type"":""Point"",""coordinates"":[-76.33926388459538,37.078544473169075]}",18.72,22.26,15.87,5.03,0.26,16.04
189_1_33,-34.48231460201946,1.454729857557285,-23.7035862176642,35.51988983154297,2019-10-10,282.7300434112549,39.36853550007995,-76.01059248597983,1,0,ASC,3585703.086730957,102061.07210286458,289.20677185058594,8.745374203537419e-05,-0.560248057047526,-3.1764434973398843,-169.99728208339968,3.2254722409623,"{""type"":""Point"",""coordinates"":[-76.01059248597983,39.36853550007995]}",17.25,25.11,12.08,1.92,0.01,16.6
189_1_41,-39.47363098220127,1.6502018102544578,-23.920487019775187,40.66783905029297,2019-10-10,281.7708148956299,39.33518587725137,-75.00825585474045,1,0,ASC,4055541.253397624,102065.94710286458,289.1578623453776,0.00014971343225056444,-0.4336204528808594,-4.694306453069051,-174.72247511479426,4.714291014827397,"{""type"":""Point"",""coordinates"":[-75.00825585474045,39.33518587725137]}",16.62,24.29,10.98,3.93,0.0,15.35
189_1_133,-33.84282847693539,1.0659669351390326,-31.748478645373098,34.97434616088867,2019-10-10,282.7691059112549,39.15744350954389,-76.0593068740037,1,0,ASC,3434194.836730957,102061.48876953124,289.43414815266925,0.0001765952822646947,-1.0716412862141926,-3.9762888749440513,-164.91670731774573,4.118165643016638,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",17.81,25.06,12.87,2.97,0.02,16.6
189_1_192,-25.964855112050586,1.073561247313228,-24.18572314996662,34.43339920043945,2019-10-10,282.4537576039632,39.39199763548393,-76.21323492350629,1,0,ASC,3480811.836730957,102121.03043619792,289.30686950683594,0.00010704349151069437,-0.7665061950683594,-3.3534861405690517,-167.12507837217052,3.439971081574216,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",17.25,25.11,12.08,1.92,0.01,16.6
189_1_250,-26.60653137978868,1.1568176476390797,-22.99976269733548,34.66429138183594,2019-10-10,285.1324685414632,37.71258471480023,-75.77961592134223,1,0,ASC,4631748.42006429,102058.23876953124,290.35301208496094,0.00011510882261707896,0.1775449117024739,-6.918793757756551,178.53004114981664,6.921071395242391,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",18.54,21.69,15.46,7.68,0.2,14.46
189_1_313,-27.153813889991817,1.118427526012544,-24.278563660536435,34.363651275634766,2019-10-10,282.4537576039632,39.38696392935898,-76.22444844690204,1,0,ASC,3480811.836730957,102121.03043619792,289.30686950683594,0.00010704349151069437,-0.7665061950683594,-3.3534861405690517,-167.12507837217052,3.439971081574216,"{""type"":""Point"",""coordinates"":[-76.22444844690204,39.38696392935898]}",17.25,25.11,12.08,1.92,0.01,16.6
189_1_438,-26.706915096001204,1.1294575525705246,-23.645789109311032,33.37382888793945,2019-10-10,282.2111632029216,39.38341433265008,-76.39936747439695,1,0,ASC,3258531.0033976235,101718.11376953124,289.24493916829425,0.0001162092578492017,-0.7414410909016927,-2.9636749426523843,-165.95425243057684,3.0550129389223715,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",17.25,25.11,12.08,1.92,0.01,16.6
189_1_497,-34.60904740360151,1.2841411935636633,-26.951123114084343,30.635772705078125,2019-10-10,281.7530740102132,39.472392966361205,-76.88276342017048,1,0,ASC,3378166.2533976235,100146.23876953124,288.50690205891925,0.00014788633257959796,-0.4767926534016927,-1.7724721431732178,-164.94391195818267,1.83548051819214,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}",16.49,24.71,11.09,2.02,0.0,16.6
189_2_38,-29.406734817734367,1.7495547104057938,-16.808125314877255,31.461990356445312,2019-10-10,284.91355578104657,38.05463005904797,-76.4054840714764,0,0,ASC,4559537.17006429,102196.61376953124,290.42356872558594,3.930250228260472e-05,-0.7673606872558594,-6.052297989527385,-172.77411918901095,6.100750230781704,"{""type"":""Point"",""coordinates"":[-76.4054840714764,38.05463005904798]}",18.53,23.08,14.97,4.27,0.17,17.28
189_2_260,-34.12560684179987,2.0418249940467064,-16.713286859206335,33.60844421386719,2019-10-10,286.2860329945882,37.271444156944106,-75.85993330772948,0,0,ASC,4629879.17006429,102039.32210286458,290.8182627360026,0.00016960850030992938,-0.3023948669433594,-9.047374486923218,-178.0856874898616,9.05242662285549,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",18.54,21.69,15.46,7.68,0.2,14.46
189_2_314,-47.36856458204868,2.6636194873283663,-17.78353282343634,33.61550521850586,2019-10-10,283.6878070831299,39.01773129010771,-76.26791445117814,0,0,ASC,3741898.6700642905,102245.44710286458,289.7403818766276,0.0001915829012375525,-1.4915631612141926,-5.773774226506551,-165.51522160689186,5.963323694263342,"{""type"":""Point"",""coordinates"":[-76.26791445117814,39.01773129010771]}",17.81,25.06,12.87,2.97,0.02,16.6
189_2_336,-31.368669318194232,1.8408390412585407,-17.040419403941023,33.522972106933594,2019-10-10,283.5632953643799,38.73412218362813,-76.2161298356623,0,0,ASC,4099439.253397624,102207.94710286458,289.81573994954425,7.877024557008856e-05,-0.8970807393391927,-5.194387833277385,-170.20156199484015,5.271282464011341,"{""type"":""Point"",""coordinates"":[-76.2161298356623,38.73412218362814]}",18.02,24.39,13.43,3.02,0.06,17.28
189_2_456,-29.55345244574259,1.9944863645638,-14.81757557776336,39.56397247314453,2019-10-10,284.16111437479657,38.616331779119285,-75.06989766162748,0,0,ASC,4440804.42006429,102078.07210286458,290.0199228922526,0.0002446394169908217,-0.1638450622558593,-6.580374161402385,-178.5736842527604,6.582413638512682,"{""type"":""Point"",""coordinates"":[-75.06989766162748,38.616331779119285]}",17.73,21.03,14.88,7.29,0.15,16.21
190_1_11,-30.866863710160796,1.2571335331349982,-24.55336915020159,45.00551986694336,2019-10-15,278.6231861114502,39.68334252710496,-76.19965432641052,1,0,ASC,4562085.333333333,100769.79573567708,287.50656572977704,1.9564345402992939e-07,0.0622488657633463,-0.5915476083755493,173.99284325018093,0.5948138316008257,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",14.41,21.49,8.03,1.27,0.0,16.64
190_1_18,-31.59681767709645,1.4331635070483273,-22.04690359592793,41.55929183959961,2019-10-15,286.1752694447835,37.53860754166686,-76.49621239316409,1,0,ASC,4619264.583333333,101628.75406901042,291.52894528706867,0.00015485976253870604,-1.0847644805908203,-0.1931507984797159,-100.09615089381656,1.1018263063227451,"{""type"":""Point"",""coordinates"":[-76.49621239316409,37.53860754166686]}",18.27,21.87,14.73,2.73,0.03,16.87
190_1_133,-33.019562844060964,1.425084434337053,-23.170250160946857,45.15574645996094,2019-10-15,280.7872486114502,39.15744350954389,-76.0593068740037,1,0,ASC,4463994.25,101705.96240234376,289.4553775787353,6.46406526290851e-06,-0.6807524363199869,-0.985936443010966,-145.3763644812144,1.198121258142394,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",15.9,22.26,9.94,2.06,0.03,16.64
190_1_139,-32.05974266228505,1.3993674022681457,-22.910168273408008,44.48822021484375,2019-10-15,281.4624601999919,39.03327481911461,-76.18847968650985,1,0,ASC,4820978.083333333,101869.46240234376,290.17925453186035,5.589680487834888e-05,-0.9378325144449868,-1.388951579729716,-145.97242685381622,1.6759225268442095,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",15.9,22.26,9.94,2.06,0.03,16.64
190_1_192,-27.019167007155627,1.018891950082443,-26.518186746857104,44.69002532958984,2019-10-15,280.0899829864502,39.39199763548393,-76.21323492350629,1,0,ASC,4763514.333333333,101752.67073567708,288.93299802144367,1.5330226711777566e-06,-0.3633289337158203,-0.8398589690526327,-156.60634947361314,0.9150797790210567,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",14.41,21.49,8.03,1.27,0.0,16.64
190_1_239,-38.96592445722001,1.7150890940810088,-22.719475385679026,44.56281661987305,2019-10-15,285.8608976999919,37.95935169625495,-75.94619901488262,1,0,ASC,5017817.25,101912.58740234376,291.53488604227704,0.00022266066685242927,-1.186123530069987,-0.1686146656672159,-98.09073363947378,1.1980483855269597,"{""type"":""Point"",""coordinates"":[-75.94619901488262,37.95935169625495]}",18.31,21.63,15.13,2.93,0.14,15.74
190_1_250,-40.57201765745836,1.5342568251050748,-26.44408484523428,45.10115814208984,2019-10-15,287.6186288197835,37.71258471480023,-75.77961592134223,1,0,ASC,4919686.666666667,101814.29573567708,291.74045244852704,0.00025928772106690684,-1.6698474884033203,0.0576630036036173,-88.02225384292272,1.6708427982642375,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",19.1,20.28,18.02,3.35,0.01,15.74
190_1_265,-29.889428700207027,1.0840806337116655,-27.57122281381585,42.88607406616211,2019-10-15,284.3071867624919,38.18102449592077,-76.354758736145,1,0,ASC,4872241.25,101790.87906901042,291.44260088602704,0.00013985615586165068,-1.3407459259033203,-1.274103760719299,-133.54007347712096,1.849578338677606,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}",18.31,21.63,15.13,2.93,0.14,16.09
190_1_290,-33.648609069480926,1.2604628961242403,-26.695437979924694,43.93986892700195,2019-10-15,281.9806893666585,38.73392230176207,-76.24842717678327,1,0,ASC,4837243.166666667,101869.00406901042,290.6267642974853,0.0001191646517805604,-0.9741280873616536,-1.242162028948466,-141.89575434720322,1.5785727847483764,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",17.02,22.67,11.37,2.06,0.12,16.09
190_1_313,-31.30781541706583,1.296062366641588,-24.15610253246684,44.635379791259766,2019-10-15,280.0899829864502,39.38696392935898,-76.22444844690204,1,0,ASC,4763514.333333333,101752.67073567708,288.93299802144367,1.5330226711777566e-06,-0.3633289337158203,-0.8398589690526327,-156.60634947361314,0.9150797790210567,"{""type"":""Point"",""coordinates"":[-76.22444844690204,39.38696392935898]}",14.41,21.49,8.03,1.27,0.0,16.64
190_1_332,-28.07772443821413,0.9631094309443916,-29.153202674676425,45.420352935791016,2019-10-15,280.3974374135335,39.38555439127583,-76.04693847405206,1,0,ASC,4656576.333333333,101706.12906901042,288.22905921936035,1.302675554389528e-06,-0.3029041290283203,-0.6755319833755493,-155.84884744585793,0.7403339597409461,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",14.41,21.49,8.03,1.27,0.0,16.64
190_1_355,-30.89799198770457,1.22300289663398,-25.26403827230813,44.55304718017578,2019-10-15,288.4346281687419,37.5492397986249,-75.86663133426741,1,0,ASC,4628056.75,101808.75406901042,292.18885739644367,0.0003220486180476693,-2.021938959757487,0.1111298004786173,-86.85407482203756,2.024990614679388,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}",19.1,20.28,18.02,3.35,0.01,15.74
190_1_398,-39.8232334138401,1.6514341874430405,-24.11433269133145,43.139461517333984,2019-10-15,290.0648365020752,36.94709711009913,-76.04567074652736,1,0,ASC,4672992.666666667,101809.00406901042,292.0623111724853,0.0006574641328545757,-1.4933338165283203,0.277430256207784,-79.47562433000338,1.5188855897158795,"{""type"":""Point"",""coordinates"":[-76.04567074652736,36.94709711009913]}",18.38,22.89,13.65,2.88,0.01,17.15
190_1_438,-36.2059255064515,1.5245383115530695,-23.748780356702216,43.84659957885742,2019-10-15,279.5164966583252,39.38341433265008,-76.39936747439695,1,0,ASC,4590021.666666667,101338.92073567708,288.33249346415204,1.293362328643373e-06,-0.3508777618408203,-0.8027292490005493,-156.38957337435525,0.876064752718319,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",14.41,21.49,8.03,1.27,0.0,16.64
190_1_456,-32.662752387173725,1.4398169507572192,-22.68535064127141,41.97509765625,2019-10-15,282.8297290802002,38.41584522565482,-76.59718250472905,1,0,ASC,4830571.166666667,101546.79573567708,290.51356442769367,5.4470639575754376e-05,-0.9409249623616536,-0.8492990732192993,-132.0700873942228,1.267536469126802,"{""type"":""Point"",""coordinates"":[-76.59718250472905,38.41584522565482]}",16.53,23.51,10.06,1.06,0.06,16.09
190_1_497,-37.23055954141796,1.602401006096163,-23.234233752836072,41.67950820922852,2019-10-15,278.0869719187419,39.472392966361205,-76.88276342017048,1,0,ASC,4433002.166666667,99736.54573567708,287.13921546936035,2.956054103719908e-07,-0.2939929962158203,-0.5058542490005493,-149.8356495365335,0.5850815353913206,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}",13.99,21.65,6.8,1.75,0.0,16.64
190_2_88,-18.181143899643395,1.8849721838115008,-9.645311509520676,44.33755874633789,2019-10-15,289.1088631947835,37.26195866748024,-75.85615398810167,0,0,ASC,5001364.833333333,101804.17073567708,292.31654294331867,0.00043190215145472166,-2.092902501424154,0.1716970205307006,-85.31008546269686,2.099933510215645,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",19.1,20.28,18.02,3.35,0.01,15.74
190_2_260,-18.994014390301388,3.092644972381642,-6.1416730856352135,44.32928466796875,2019-10-15,289.1088631947835,37.271444156944106,-75.85993330772948,0,0,ASC,5001364.833333333,101804.17073567708,292.31654294331867,0.00043190215145472166,-2.092902501424154,0.1716970205307006,-85.31008546269686,2.099933510215645,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",19.1,20.28,18.02,3.35,0.01,15.74
190_2_261,-26.120197118566445,1.4909454010893397,-17.519217738947425,40.447147369384766,2019-10-15,286.2900969187419,36.86741557389423,-76.57475483558154,0,0,ASC,4575187.333333333,101692.96240234376,291.1751041412353,0.0005448293597988633,-0.3357410430908203,-0.4079742034276326,-140.54743875275454,0.5283606710175573,"{""type"":""Point"",""coordinates"":[-76.57475483558154,36.86741557389423]}",17.62,26.3,10.09,0.88,0.02,17.15
